Age,mx,qx,lx,dx,ex,xYear,Sex
71,0.014232,0.014131,86103.1,1216.8,16.25,2016,Female
72,0.01598,0.015854,84886.4,1345.7,15.47,2016,Female
73,0.017301,0.017153,83540.6,1432.9,14.71,2016,Female
74,0.019079,0.018899,82107.7,1551.8,13.96,2016,Female
75,0.021711,0.021478,80555.9,1730.1,13.22,2016,Female
76,0.025003,0.024695,78825.8,1946.6,12.5,2016,Female
77,0.027259,0.026892,76879.2,2067.5,11.8,2016,Female
78,0.030937,0.030465,74811.7,2279.2,11.11,2016,Female
79,0.033648,0.033091,72532.5,2400.2,10.45,2016,Female
80,0.038786,0.038048,70132.4,2668.4,9.79,2016,Female
81,0.043602,0.042672,67464,2878.8,9.16,2016,Female
82,0.050707,0.049453,64585.1,3193.9,8.54,2016,Female
83,0.058645,0.056974,61391.2,3497.7,7.96,2016,Female
84,0.065858,0.063759,57893.5,3691.2,7.41,2016,Female
85,0.075961,0.073182,54202.3,3966.6,6.88,2016,Female
86,0.085922,0.082382,50235.7,4138.5,6.39,2016,Female
87,0.099164,0.094479,46097.1,4355.2,5.91,2016,Female
88,0.112112,0.106161,41741.9,4431.4,5.48,2016,Female
89,0.128481,0.120726,37310.5,4504.3,5.07,2016,Female
90,0.142058,0.132637,32806.2,4351.3,4.7,2016,Female
91,0.160466,0.148547,28454.9,4226.9,4.34,2016,Female
92,0.180182,0.165291,24228,4004.7,4.01,2016,Female
93,0.200741,0.18243,20223.3,3689.3,3.71,2016,Female
94,0.219962,0.198167,16534,3276.5,3.42,2016,Female
95,0.254993,0.226158,13257.5,2998.3,3.14,2016,Female
96,0.268578,0.236781,10259.2,2429.2,2.91,2016,Female
97,0.325275,0.279773,7830,2190.6,2.66,2016,Female
98,0.342646,0.292529,5639.4,1649.7,2.5,2016,Female
99,0.376025,0.316516,3989.7,1262.8,2.33,2016,Female
100,0.397116,0.331328,2726.9,903.5,2.18,2016,Female
